feature-1	feature-2	feature-3	target
1.0084480478503037	1.0161403776939206	0.5003778590033434	-0.8246338569798817
0.843952557296608	0.7077212421590433	0.49009193621708635	-0.19720565346663882
0.6295754232315725	0.40425453408775275	0.42744815618769605	0.5313217448019117
1.465339311082593	2.1328575225600517	0.3989105498025671	0.5808356012520423
0.8626648697116187	0.7515600097016119	0.4868848648608128	-0.30325217646777836
0.8309653838917405	0.693076888632267	0.48442693957560695	-0.16118959822395046
0.8027357380176487	0.6460132309749471	0.4797291225301752	-0.044222324310795036
1.1002538299288722	1.2170599084056748	0.4917238757260348	-0.995109144945487
1.2643002861718577	1.5986086259053554	0.46499597321918007	-0.6562721496414818
1.1646281694514382	1.37697711252901	0.4761396131869332	-0.9550849140135846
1.0576679895224943	1.102608377542456	0.5063638007512663	-0.9267714990446093
1.332939453805407	1.768418166687859	0.44873037046147746	-0.28723942827568266
0.8201444377969863	0.6831436590730647	0.47857260826045395	-0.13663407516515588
0.7444809997604731	0.5619845723909462	0.463488713565	0.16507583020789415
1.7448680973381525	3.0418423961325964	0.2239468992718543	0.24679896444233612
1.119695037081527	1.2567645524896502	0.49131276083670194	-0.9999999492063479
1.621386633986377	2.6186839312653913	0.3120446683536813	0.9654778918489016
1.1531965120472978	1.3158794177166384	0.4952568031889786	-0.9890523562412519
1.041337313887725	1.090828695456505	0.4959229661594726	-0.9153093777359085
0.9516141514364167	0.899835140067402	0.5016965814027157	-0.6278528866416943
0.8399944896040195	0.6901622620368464	0.49491335858559626	-0.1539940993727842
0.8613015598747098	0.7349414355171343	0.49383084211614264	-0.26341185184477744
1.4737265468232932	2.1654238428193855	0.39101462541360044	0.6451125902840036
1.6118853235638064	2.5958498220059507	0.31396041256083107	0.9787669869963326
0.8435363701946339	0.71395768830603	0.4865575260416189	-0.2124660053135525
1.0593179609622483	1.122152446464506	0.49824173772999525	-0.9440113004619635
0.21895319745727282	0.05263688029069828	0.19263475731192367	0.9913542333703302
0.7467837986269038	0.5706658453384496	0.46145087595767903	0.14363320068008212
0.9909209483293121	0.9634763152984912	0.5091827906800666	-0.7432361016898494
1.0373968670898426	1.0813344900453703	0.49672962206715743	-0.9054929435247348
0.9656504071785941	0.9297603941978093	0.5007702100796894	-0.6842718145044667
1.3085150577402471	1.7196351743502472	0.44869747056512355	-0.40163460734243345
0.6188621919570703	0.3922276049941074	0.4227483894600166	0.5565498932438824
1.639466960330771	2.6762790195438604	0.3013274505588408	0.918109627463754
0.839832695211688	0.7000825776126619	0.48979140640535707	-0.17844918987566677
1.485965672333702	2.2319187088231103	0.3700063179221469	0.7626548461827871
0.4951672770285501	0.24724465790935746	0.3715449480738714	0.8149742056944477
0.6016162738466475	0.3677225180513512	0.4177550148209719	0.606371923550551
1.1169198954811363	1.2520883472493534	0.49087572185645967	-0.9999353419444423
1.0441025870672007	1.1064875431976202	0.4908588154683906	-0.9303706458505625
0.25523896075204244	0.059912271165332084	0.2252828251693764	0.9888038292378007
1.1401164153797503	1.2900257364663037	0.49510354714659843	-0.9965182609823612
1.5817164493031397	2.5027473566679834	0.330342770969148	0.9996537299646979
1.2057075357647005	1.4648790217321677	0.47326802489861663	-0.8675184577629524
1.060155905608847	1.1140478302094405	0.5031319905041267	-0.9371334439344511
1.0564915072493097	1.1483439198347665	0.4823195473319265	-0.9635751623737071
0.6453657805325781	0.4141476075429492	0.4382919767611035	0.5102085924847352
0.899454834235102	0.8220612520856129	0.48842420819229554	-0.46563924314983873
0.9869602647823299	0.9740471140565597	0.49993670775405	-0.7606549591172497
0.5299310477974881	0.2681175877506773	0.3958722539221495	0.7836390811517863
1.489503994966338	2.2264903234558817	0.37625883323839715	0.7538071110223544
1.077476569927681	1.1517402088192152	0.5016064655180733	-0.9658111411087607
